Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Karelia Republic,2021-04-17 04:20:40,62.61940309999999,33.4920267,44955,431,42910.0,1614.0,"Karelia Republic, Russia",7221.872369410298,0.95873651429207
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Kemerovo Oblast,2021-04-17 04:20:40,54.53357809999999,87.342861,34155,642,33194.0,319.0,"Kemerovo Oblast, Russia",1267.4047832238725,1.8796662274923144
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Khabarovsk Krai,2021-04-17 04:20:40,51.6312684,136.121524,51316,367,49038.0,1911.0,"Khabarovsk Krai, Russia",3863.2780798342546,0.7151765531218334
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Khakassia Republic,2021-04-17 04:20:40,53.72258845,91.44293627,22082,517,21381.0,184.0,"Khakassia Republic, Russia",4108.179709141919,2.3412734353772304
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Khanty-Mansi Autonomous Okrug,2021-04-17 04:20:40,61.0259025,69.0982628,55198,788,53863.0,547.0,"Khanty-Mansi Autonomous Okrug, Russia",3602.431207060499,1.4275879560853657
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Kirov Oblast,2021-04-17 04:20:40,57.9665589,49.4074599,41067,335,37899.0,2833.0,"Kirov Oblast, Russia",3200.263707901418,0.8157401319794482
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Komi Republic,2021-04-17 04:20:40,63.9881421,54.3326073,42630,857,41448.0,325.0,"Komi Republic, Russia",5069.731100891573,2.010321369927281
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Kostroma Oblast,2021-04-17 04:20:40,58.424756,44.253327299999995,20245,420,17495.0,2330.0,"Kostroma Oblast, Russia",3146.936846752181,2.074586317609286
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Krasnodar Krai,2021-04-17 04:20:40,45.768401399999995,39.0261044,44064,2510,38685.0,2869.0,"Krasnodar Krai, Russia",786.3768912556972,5.696259985475672
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Krasnoyarsk Krai,2021-04-17 04:20:40,63.3233807,97.09799740000001,68717,3345,63432.0,1940.0,"Krasnoyarsk Krai, Russia",2388.912625321702,4.86779108517543
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Kurgan Oblast,2021-04-17 04:20:40,55.7655302,64.5632681,19851,365,18298.0,1188.0,"Kurgan Oblast, Russia",2347.738774293733,1.8386983023525263
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Kursk Oblast,2021-04-17 04:20:40,51.6568453,36.4852695,35396,643,32543.0,2210.0,"Kursk Oblast, Russia",3173.8545259886464,1.8165894451350435
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Leningrad Oblast,2021-04-17 04:20:40,60.185329599999996,32.3925325,41356,1066,38719.0,1571.0,"Leningrad Oblast, Russia",2280.0548677484376,2.5776187252152045
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Lipetsk Oblast,2021-04-17 04:20:40,52.693517799999995,39.112266399999996,28890,595,25620.0,2675.0,"Lipetsk Oblast, Russia",2511.734905464349,2.0595361716857044
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Magadan Oblast,2021-04-17 04:20:40,62.48858785,153.9903764,8290,99,8104.0,87.0,"Magadan Oblast, Russia",5753.308672991375,1.1942098914354644
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Mari El Republic,2021-04-17 04:20:40,56.576750399999995,47.881751200000004,12838,220,12125.0,493.0,"Mari El Republic, Russia",1881.4860192897013,1.7136625642623462
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Mordovia Republic,2021-04-17 04:20:40,54.4419829,44.466114399999995,19626,227,17637.0,1762.0,"Mordovia Republic, Russia",2437.842833293585,1.1566289615815757
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Moscow,2021-04-17 04:20:40,55.7504461,37.6174943,1058699,17528,968682.0,72489.0,"Moscow, Russia",8465.211760826478,1.6556169411702475
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Moscow Oblast,2021-04-17 04:20:40,55.50431579999999,38.0353929,241462,5630,198691.0,37141.0,"Moscow Oblast, Russia",3218.040924196213,2.3316298216696625
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Murmansk Oblast,2021-04-17 04:20:40,68.00004179999999,33.9999151,49973,1132,47419.0,1422.0,"Murmansk Oblast, Russia",6631.615126659297,2.2652232205390908
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Nenets Autonomous Okrug,2021-04-17 04:20:40,68.27557185,57.1686375,1093,4,1039.0,50.0,"Nenets Autonomous Okrug, Russia",2484.2602904743508,0.36596523330283626
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Nizhny Novgorod Oblast,2021-04-17 04:20:40,55.47180329999999,44.091159399999995,111322,3003,106314.0,2005.0,"Nizhny Novgorod Oblast, Russia",3441.438478127535,2.697579993172958
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,North Ossetia - Alania Republic,2021-04-17 04:20:40,42.79336110000001,44.6324493,16577,187,15785.0,605.0,"North Ossetia - Alania Republic, Russia",2362.1867719250745,1.12806901128069
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Novgorod Oblast,2021-04-17 04:20:40,58.2843833,32.516975699999996,29353,121,26871.0,2361.0,"Novgorod Oblast, Russia",4839.927713545137,0.4122236227983511
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Novosibirsk Oblast,2021-04-17 04:20:40,54.9720169,79.48139240000002,40043,1700,37295.0,1048.0,"Novosibirsk Oblast, Russia",1435.8253171828235,4.245436156132158
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Omsk Oblast,2021-04-17 04:20:40,56.09352629999999,73.5099936,44848,1353,41988.0,1507.0,"Omsk Oblast, Russia",2288.0687073646445,3.0168569389939357
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Orel Oblast,2021-04-17 04:20:40,52.96854329999999,36.0692477,33379,530,30933.0,1916.0,"Orel Oblast, Russia",4466.929944181777,1.5878246801881422
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Orenburg Oblast,2021-04-17 04:20:40,52.02692620000001,54.7276647,41331,795,37520.0,3016.0,"Orenburg Oblast, Russia",2089.8307141556947,1.92349568120781
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Penza Oblast,2021-04-17 04:20:40,53.1655415,44.78791810000001,43626,584,41034.0,2008.0,"Penza Oblast, Russia",3276.073757842685,1.3386512630082978
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Perm Krai,2021-04-17 04:20:40,58.5951603,56.3159546,53011,2068,47806.0,3137.0,"Perm Krai, Russia",2020.9124851989345,3.9010771349342592
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Primorsky Krai,2021-04-17 04:20:40,45.0819456,134.726645,43097,702,40444.0,1951.0,"Primorsky Krai, Russia",2252.8053560908647,1.6288836809986773
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Pskov Oblast,2021-04-17 04:20:40,57.535872899999994,28.8586826,35327,296,24782.0,10249.0,"Pskov Oblast, Russia",5549.795301517878,0.8378860361762958
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Rostov Oblast,2021-04-17 04:20:40,47.6222451,40.7957942,84677,3868,75902.0,4907.0,"Rostov Oblast, Russia",2006.3490829892155,4.567946431734709
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Ryazan Oblast,2021-04-17 04:20:40,54.42267320000001,40.57052460000001,27123,413,25371.0,1339.0,"Ryazan Oblast, Russia",2418.5134920649075,1.5226929174501345
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Saint Petersburg,2021-04-17 04:20:40,59.960673899999996,30.158655100000004,405924,12750,361875.0,31299.0,"Saint Petersburg, Russia",7584.621263150618,3.1409820557542787
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Sakha (Yakutiya) Republic,2021-04-17 04:20:40,66.941626,129.642371,34048,583,32865.0,600.0,"Sakha (Yakutiya) Republic, Russia",3530.7415511287627,1.7122885338345866
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Sakhalin Oblast,2021-04-17 04:20:40,49.7219665,143.448533,22277,40,21886.0,351.0,"Sakhalin Oblast, Russia",4544.6477933661245,0.17955739103110832
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Samara Oblast,2021-04-17 04:20:40,53.2128813,50.8914633,58903,1310,55822.0,1771.0,"Samara Oblast, Russia",1844.457234256684,2.223995382238596
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Saratov Oblast,2021-04-17 04:20:40,51.652055499999996,46.86319520000001,57123,886,51689.0,4548.0,"Saratov Oblast, Russia",2319.2919060476256,1.5510389860476517
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Smolensk Oblast,2021-04-17 04:20:40,55.03434960000001,33.0192065,28732,815,27369.0,548.0,"Smolensk Oblast, Russia",3026.498186123529,2.8365585409995817
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Stavropol Krai,2021-04-17 04:20:40,44.86325770000001,43.4406913,51853,1293,48903.0,1657.0,"Stavropol Krai, Russia",1851.4471873556151,2.4935876419879275
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Sverdlovsk Oblast,2021-04-17 04:20:40,58.6414755,61.802154599999994,84588,2909,78112.0,3567.0,"Sverdlovsk Oblast, Russia",1955.6761495735745,3.4390220835106637
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tambov Oblast,2021-04-17 04:20:40,52.9019574,41.3578918,30715,443,28111.0,2161.0,"Tambov Oblast, Russia",2971.7904856262676,1.4422920397200063
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tatarstan Republic,2021-04-17 04:20:40,55.7648572,52.43104273,19964,442,17088.0,2434.0,"Tatarstan Republic, Russia",512.6487950031379,2.2139851733119613
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tomsk Oblast,2021-04-17 04:20:40,58.6124279,82.04753149999998,31778,377,30841.0,560.0,"Tomsk Oblast, Russia",2947.1009385317357,1.1863553401724465
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tula Oblast,2021-04-17 04:20:40,53.9570701,37.369090899999996,37633,1710,35277.0,646.0,"Tula Oblast, Russia",2522.564190219559,4.543884356814498
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tver Oblast,2021-04-17 04:20:40,57.1134475,35.174442799999994,38872,801,36922.0,1149.0,"Tver Oblast, Russia",3027.713800352527,2.060609178843384
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tyumen Oblast,2021-04-17 04:20:40,58.8206488,70.36588370000001,34434,433,32670.0,1331.0,"Tyumen Oblast, Russia",932.5641858953526,1.2574780739966311
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Tyva Republic,2021-04-17 04:20:40,51.401714899999995,93.8582593,15785,200,15194.0,391.0,"Tyva Republic, Russia",4906.409881823438,1.2670256572695595
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Udmurt Republic,2021-04-17 04:20:40,57.1961165,52.69598320000001,31869,783,28480.0,2606.0,"Udmurt Republic, Russia",2106.283756453877,2.4569330697543066
59,Russia,"11,654",5.0,"4,641,390",.,"102,986",.,"4,265,509","272,895","2,300","31,794",705,"123,700,000","847,358","145,983,181",2021-04-16,15469617.0,9731470.0,5738147.0,2021/04/16,643.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,689.30","1,473.58","1,710.73",2020.0,.,.,Ulyanovsk Oblast,2021-04-17 04:20:40,54.146317700000004,47.2324921,52240,1070,49263.0,1907.0,"Ulyanovsk Oblast, Russia",4190.537919394715,2.048238897396631
